episode,traffic_level,reward,avg_wait,max_lane_wait,emergency_time,throughput,epsilon
398,high,4074.6831235894356,1.108695652173913,26,53,1624,0.05
399,medium,2443.7679821646734,25.607142857142858,185,152,1198,0.05
400,low,553.745811782968,317.0,164,441,737,0.05
401,high,4674.040067089489,0.9791666666666666,25,39,1623,0.05
402,medium,3404.4208028921735,17.695652173913043,103,140,1290,0.05
403,medium,2606.8245008239846,17.26923076923077,114,298,1240,0.05
404,low,1189.059875653691,400.0,102,405,759,0.05
405,low,206.87037571326596,0,165,448,726,0.05
406,medium,2586.6152715710227,32.888888888888886,153,150,1236,0.05
407,medium,3237.3062443888966,35.13333333333333,135,152,1271,0.05
408,low,160.32727601208526,0,108,465,738,0.05
409,low,462.96376129307174,50.5,128,417,729,0.05
410,medium,2759.665617255657,21.96153846153846,145,189,1257,0.05
411,low,307.6611920815756,596.0,154,366,757,0.05
412,low,355.2145817543563,130.75,137,421,743,0.05
413,high,4575.300912916609,0.8210526315789474,22,47,1633,0.05
414,low,-266.8819906988545,141.0,110,537,728,0.05
415,high,4232.226118430434,1.0978260869565217,29,49,1639,0.05
416,medium,2923.9212785497166,17.545454545454547,99,265,1243,0.05
417,low,325.15539618805224,602.0,153,366,740,0.05
418,high,4935.173364406191,0.6526315789473685,16,35,1639,0.05
419,medium,2763.4855266233008,36.69230769230769,121,204,1231,0.05
420,low,487.49697677729694,220.0,111,413,719,0.05
421,medium,2435.0346855894163,18.227272727272727,103,285,1249,0.05
422,low,272.537501995699,499.0,128,505,701,0.05
423,low,209.90636291472953,529.0,134,442,734,0.05
424,high,4113.240973403792,0.5894736842105263,18,39,1644,0.05
425,low,35.091061209330995,135.33333333333334,103,490,718,0.05
426,medium,2971.1007637058956,14.735294117647058,130,153,1247,0.05
427,medium,2663.8729534927897,16.857142857142858,120,268,1241,0.05
428,high,4417.387499887137,1.074468085106383,31,51,1627,0.05
429,medium,2982.3613418044692,26.555555555555557,121,155,1275,0.05
430,high,4797.981392605273,0.5531914893617021,14,43,1644,0.05
431,low,350.83861465971586,134.0,169,385,755,0.05
432,high,4369.495942428236,0.78125,22,46,1643,0.05
433,low,1144.2770475236632,82.6,104,465,771,0.05
434,low,218.71628338296992,0,155,375,728,0.05
435,low,810.3112767251389,428.0,109,499,667,0.05
436,high,4484.870116022593,0.8229166666666666,25,34,1625,0.05
437,medium,2469.785492562931,20.227272727272727,112,291,1222,0.05
438,low,484.0879757406457,71.71428571428571,127,509,695,0.05
439,low,150.84057325469368,302.0,154,480,715,0.05
440,medium,3098.6318723422582,19.08,120,232,1209,0.05
441,low,251.69778409432462,0,133,507,693,0.05
442,high,4803.438166793968,0.8736842105263158,22,45,1643,0.05
443,medium,2959.42854122107,25.0,120,198,1245,0.05
444,high,4750.012830664355,0.8367346938775511,22,47,1629,0.05
445,low,918.202773149767,161.0,124,484,703,0.05
446,low,616.9548838634896,0,110,508,683,0.05
447,high,4313.930828054329,1.0315789473684212,28,44,1630,0.05
448,medium,3127.035255794128,18.0,93,219,1262,0.05
449,high,4578.228840575583,0.9072164948453608,22,47,1631,0.05
450,low,191.1919166381063,133.5,135,460,725,0.05
451,medium,3628.625440421414,16.625,67,190,1296,0.05
452,medium,3214.81288977802,13.5,76,225,1246,0.05
453,low,543.9900473903791,89.375,181,343,761,0.05
454,low,1246.373861189867,486.0,123,408,745,0.05
455,low,367.29275786904446,109.66666666666667,85,635,669,0.05
456,high,4836.473387382118,0.6770833333333334,18,35,1628,0.05
457,medium,3177.9878337862074,24.0,109,240,1231,0.05
458,medium,3680.5834803600446,21.6875,88,145,1318,0.05
459,medium,3127.1155434968528,32.05882352941177,140,190,1244,0.05
460,low,713.0965936011502,322.0,84,448,702,0.05
461,high,4576.154984058869,0.9789473684210527,25,52,1650,0.05
462,low,852.076675695536,298.0,76,535,657,0.05
463,low,925.1965841413654,148.33333333333334,113,481,712,0.05
464,high,4015.2015833119845,0.776595744680851,23,36,1631,0.05
465,low,305.5048903752232,171.5,88,530,732,0.05
466,low,957.9595552406262,41.0,115,457,711,0.05
467,medium,2995.1852496414635,17.791666666666668,108,234,1252,0.05
468,low,-14698.742918263662,114.5,177,620,695,0.05
469,high,4662.067278558723,0.7578947368421053,20,53,1652,0.05
470,low,760.9625372801892,79.0,140,462,685,0.05
471,low,-247.41703435616466,447.0,113,522,688,0.05
472,medium,2717.7630283329313,20.366666666666667,154,148,1222,0.05
473,low,1015.0311491570488,0,75,540,676,0.05
474,high,4269.331434178511,0.979381443298969,26,43,1626,0.05
475,medium,2491.4100903548538,16.925925925925927,115,270,1242,0.05
476,low,194.03909810730693,97.5,150,455,711,0.05
477,low,292.60266831198294,431.0,109,531,660,0.05
478,high,3804.834412444292,0.7894736842105263,21,54,1637,0.05
479,high,3966.2488494953695,1.0,24,48,1639,0.05
480,medium,2975.1554739329936,25.88235294117647,111,168,1265,0.05
481,low,931.0301180025058,0,155,426,733,0.05
482,medium,3411.850023310178,20.272727272727273,112,176,1268,0.05
483,low,1376.8336089870206,86.2,114,498,772,0.05
484,low,1360.739269443232,84.0,66,593,719,0.05
485,high,4650.633487318665,0.7263157894736842,18,43,1639,0.05
486,high,4961.797001722665,0.7835051546391752,20,47,1633,0.05
487,low,-1011.3147642714667,180.5,93,579,693,0.05
488,low,1429.1417393826544,135.5,69,547,764,0.05
489,low,1081.4505223103877,138.0,140,412,684,0.05
490,medium,2460.806562183981,15.425531914893616,184,146,1187,0.05
491,medium,2666.464281245705,15.342105263157896,147,181,1230,0.05
492,medium,2778.7050437449566,17.8125,144,163,1254,0.05
493,high,4696.483227779537,0.9072164948453608,23,32,1613,0.05
494,medium,2905.511243349585,25.666666666666668,136,196,1283,0.05
495,low,182.25183644182326,180.0,137,470,720,0.05
496,high,4504.717881245179,0.978494623655914,24,46,1630,0.05
497,medium,3259.908084960228,17.666666666666668,121,198,1244,0.05
498,high,4507.393127080049,1.0520833333333333,28,52,1624,0.05
499,medium,2908.7842224877586,23.0,138,215,1240,0.05
500,low,1126.512372741933,181.0,91,506,738,0.05
501,medium,3044.31381367373,25.470588235294116,109,230,1251,0.05
502,medium,3161.873142085257,26.5,134,203,1239,0.05
503,low,675.0665866400475,139.0,107,518,746,0.05
504,medium,3034.122165095393,18.607142857142858,133,201,1245,0.05
505,high,4757.606423517345,0.8723404255319149,24,45,1627,0.05
506,low,1617.7575104728387,0.25,1,550,740,0.05
507,high,4513.176473042844,0.9484536082474226,25,38,1620,0.05
508,medium,3086.142330552999,19.44,125,177,1235,0.05
509,high,4772.849725831969,0.8645833333333334,22,46,1638,0.05
510,medium,2721.8036753511124,21.818181818181817,122,207,1261,0.05
511,medium,2484.0511958108905,27.45,139,228,1214,0.05
512,low,1180.136336254219,83.0,26,535,711,0.05
513,low,1099.5509542785028,0,84,450,737,0.05
514,medium,2966.033787966043,16.625,137,151,1263,0.05
515,low,164.5223308381975,82.875,170,421,729,0.05
516,medium,3204.4451340896608,23.476190476190474,126,163,1281,0.05
517,medium,3249.413929649195,22.833333333333332,103,240,1253,0.05
518,high,4496.654689854103,0.7446808510638298,19,57,1639,0.05
519,low,1760.6266024086692,6.545454545454546,20,571,734,0.05
520,low,1933.342602990978,0,0,541,724,0.05
521,medium,2211.1887953761507,15.621621621621621,147,188,1229,0.05
522,medium,3137.6793958011617,21.470588235294116,93,186,1252,0.05
523,medium,2735.690259054284,20.9,106,227,1256,0.05
524,high,4335.150236789828,0.8775510204081632,23,41,1626,0.05
525,low,1126.621503206875,324.0,83,572,753,0.05
526,low,1294.484763899869,165.5,85,498,740,0.05
527,low,842.1722287278754,82.0,125,467,723,0.05
528,high,3812.7652741063175,0.8131868131868132,22,54,1640,0.05
529,low,656.1403417992809,257.0,129,464,728,0.05
530,high,4612.181843029263,0.8571428571428571,23,36,1616,0.05
531,low,-61.855408884618846,160.25,163,509,720,0.05
532,low,1244.8245794044255,136.0,104,473,736,0.05
533,low,900.6046758489246,116.25,118,494,734,0.05
534,high,4390.648744029118,0.7959183673469388,21,48,1635,0.05
535,low,1095.765498596808,105.0,110,441,752,0.05
536,low,244.2181809393535,0,119,487,717,0.05
537,medium,2818.0947285961424,20.416666666666668,127,181,1273,0.05
538,low,1235.8985376962194,218.0,110,415,761,0.05
539,medium,3100.9085093882613,25.105263157894736,120,182,1261,0.05
540,medium,2178.4522253683613,14.833333333333334,120,231,1273,0.05
541,medium,3259.949129736509,19.130434782608695,111,166,1280,0.05
542,high,4303.618025474984,0.8762886597938144,24,45,1617,0.05
543,medium,3115.3472468670893,17.272727272727273,96,281,1230,0.05
544,low,1208.4360416185261,258.5,130,397,779,0.05
545,medium,3578.53192177444,19.761904761904763,106,176,1267,0.05
546,medium,2902.6706867959515,16.96153846153846,112,261,1276,0.05
547,low,36.45489736307939,542.0,147,488,744,0.05
548,high,4370.7548082610865,0.7473684210526316,20,46,1648,0.05
549,medium,2951.5456131514347,31.68421052631579,154,167,1249,0.05
550,medium,2484.437890181679,24.40909090909091,137,202,1235,0.05
551,low,971.6998951644166,91.8,117,492,709,0.05
552,low,789.0606865733681,0,47,542,686,0.05
553,high,4773.637461796939,0.6530612244897959,18,36,1627,0.05
554,low,2091.4112833332024,0,0,560,739,0.05
555,low,1781.6196088800389,0,0,609,747,0.05
556,low,1591.5528184267819,25.2,35,519,683,0.05
557,low,339.83097035692185,60.111111111111114,139,443,736,0.05
558,medium,1925.1180035825835,13.424242424242424,119,224,1282,0.05
559,low,2099.06364781913,1.0,1,574,786,0.05
560,high,4343.384558843807,0.7604166666666666,23,58,1618,0.05
561,high,4200.718255890151,0.7446808510638298,18,43,1637,0.05
562,high,4218.125502825489,0.6875,19,42,1646,0.05
563,medium,2214.998869276721,19.571428571428573,139,218,1247,0.05
564,low,-138.1759533037206,260.0,132,492,737,0.05
565,medium,3139.5277737289816,18.03030303030303,149,130,1239,0.05
566,medium,3373.0687216498086,18.11111111111111,125,133,1258,0.05
567,medium,3221.362648772327,19.130434782608695,111,259,1238,0.05
568,low,-536.5155947886162,328.5,167,485,711,0.05
569,high,4347.38476137325,1.3125,34,47,1614,0.05
570,medium,2996.426483175562,22.782608695652176,134,199,1266,0.05
571,high,4483.771468430709,0.9484536082474226,28,31,1614,0.05
572,low,1665.2649858244058,0,0,585,689,0.05
573,low,207.8012910380012,159.25,165,483,729,0.05
574,medium,2993.003132710113,21.92,141,161,1250,0.05
575,medium,2983.065529255979,19.272727272727273,107,243,1240,0.05
576,high,4348.254775766804,1.184782608695652,30,47,1632,0.05
577,medium,3026.8976451765243,23.25,142,151,1244,0.05
578,low,1660.099886137475,0.6666666666666666,1,555,717,0.05
579,high,4753.858162971855,0.7422680412371134,19,35,1626,0.05
580,low,226.31172425286252,116.83333333333333,177,383,700,0.05
581,high,4459.387537469002,1.168421052631579,30,50,1626,0.05
582,medium,2879.398183306594,24.8,156,198,1218,0.05
583,low,-398.681974826348,314.5,160,495,710,0.05
584,high,4591.34860289816,1.0869565217391304,27,51,1641,0.05
585,high,4724.673132066213,0.8279569892473119,21,47,1638,0.05
586,high,4707.936701762922,1.1333333333333333,27,51,1618,0.05
587,low,723.9733173580562,223.5,112,474,709,0.05
588,medium,3355.741874429496,15.423076923076923,106,182,1279,0.05
589,low,738.2522989651906,66.4,84,497,708,0.05
590,low,-187.6167988929101,142.5,151,449,682,0.05
591,high,4701.893456368764,0.9072164948453608,23,60,1642,0.05
592,low,640.5444973247986,0,117,493,711,0.05
593,medium,3276.092200276106,18.566666666666666,142,104,1245,0.05
594,medium,3188.759688911272,16.161290322580644,127,172,1250,0.05
595,high,4469.738445321538,1.108695652173913,27,60,1628,0.05
596,low,138.96974129815302,316.0,161,422,717,0.05
597,low,63.48902058808065,0,105,521,714,0.05
598,high,4649.571150154607,0.9010989010989011,22,54,1646,0.05
599,medium,2168.228414285984,17.576923076923077,116,243,1247,0.05
600,high,4207.8280751893735,0.96875,24,46,1633,0.05
601,medium,2879.953008925791,13.1875,107,305,1227,0.05
602,low,-951.075221706926,363.5,186,375,769,0.05
603,medium,2571.063182257335,20.46153846153846,135,154,1262,0.05
604,low,-570.0950343553299,301.5,156,483,743,0.05
605,medium,3193.428037161692,18.0,105,152,1262,0.05
606,medium,3213.583368571183,19.363636363636363,109,125,1291,0.05
607,low,277.1000979674475,623.0,157,455,721,0.05
608,high,4412.986285084725,1.0515463917525774,28,47,1624,0.05
609,low,106.90673998234696,144.25,147,511,752,0.05
610,medium,2837.182710193722,31.954545454545453,178,155,1204,0.05
611,low,546.8385535248349,207.0,105,431,707,0.05
612,low,855.1737662119072,169.5,86,504,684,0.05
613,medium,2861.3970798987643,18.558823529411764,160,141,1219,0.05
614,low,1094.2400866536186,130.33333333333334,100,537,726,0.05
615,low,165.98908559626227,0,135,407,742,0.05
616,low,481.9129451095446,137.33333333333334,105,514,698,0.05
617,low,98.75388652480889,55.22222222222222,127,466,702,0.05
618,low,959.4720830018215,396.0,102,479,710,0.05
619,low,899.2804007776805,142.5,75,492,698,0.05
620,high,4464.755696523841,0.865979381443299,23,48,1635,0.05
621,medium,2691.8281775670234,15.585365853658537,163,154,1241,0.05
622,low,862.0871453273083,413.0,107,498,681,0.05
623,low,644.9471096769173,429.0,109,373,768,0.05
624,low,1022.8826387933541,71.0,125,459,758,0.05
625,high,4595.236713941202,1.2395833333333333,31,59,1616,0.05
626,medium,2755.9180615157165,23.91304347826087,139,238,1226,0.05
627,low,1320.12100126058,2.0,2,598,706,0.05
628,low,1172.8591640461416,317.0,81,484,753,0.05
629,medium,3085.8101003318,18.705882352941178,164,159,1245,0.05
630,low,901.6721188531236,93.0,73,521,689,0.05
631,medium,3469.223662807608,13.586206896551724,100,189,1269,0.05
632,low,1806.7808227731675,0,1,594,701,0.05
633,medium,2119.4358177941517,16.05,86,245,1260,0.05
634,medium,2973.7193248986123,17.425,180,118,1242,0.05
635,medium,3322.6123335260663,11.833333333333334,109,219,1254,0.05
636,medium,2931.541329763062,16.054054054054053,151,162,1220,0.05
637,low,1145.923653210477,57.166666666666664,88,428,742,0.05
638,medium,2833.1614579600955,18.357142857142858,198,127,1173,0.05
639,medium,2928.483260073744,16.59259259259259,113,206,1261,0.05
640,medium,2872.148101957185,18.419354838709676,146,137,1231,0.05
641,medium,3551.204992416785,14.36,91,142,1301,0.05
642,high,4170.721731155224,0.7291666666666666,24,48,1641,0.05
643,high,4596.80592082308,0.8125,21,57,1641,0.05
644,high,4413.978287860701,0.979381443298969,25,50,1630,0.05
645,low,1237.5232572423004,143.0,73,473,706,0.05
646,high,4174.612884969558,0.7731958762886598,23,42,1620,0.05
647,low,944.1386529554434,61.166666666666664,93,461,693,0.05
648,low,1108.0025550274,1.0,1,649,704,0.05
649,high,4250.046447938738,0.8762886597938144,23,44,1628,0.05
650,medium,3093.381996794458,15.612903225806452,123,120,1287,0.05
651,low,307.03287620502397,0,108,514,740,0.05
652,high,3951.2769552066243,0.9891304347826086,27,42,1629,0.05
653,medium,2827.109645721126,23.714285714285715,127,188,1229,0.05
654,high,4568.992458329515,0.7083333333333334,19,36,1630,0.05
655,medium,2930.0983554228155,19.3,147,206,1218,0.05
656,low,838.058193422956,60.2,76,573,724,0.05
657,medium,3248.3974930005456,20.238095238095237,109,183,1223,0.05
658,high,3531.9913496132635,1.2222222222222223,33,72,1636,0.05
659,medium,3056.5699573675397,19.275862068965516,142,177,1232,0.05
660,high,2753.757685119351,0.9777777777777777,35,54,1635,0.05
661,low,1193.8794244333221,0,51,458,716,0.05
662,high,4172.974685739706,0.9565217391304348,24,49,1637,0.05
663,medium,3473.7051853148664,13.304347826086957,79,242,1283,0.05
664,high,3443.561050903808,0.9690721649484536,35,61,1633,0.05
665,medium,3429.2534601345133,18.884615384615383,125,112,1272,0.05
666,medium,3184.142950462204,17.28,110,186,1239,0.05
667,high,4361.147316242004,0.7422680412371134,21,33,1636,0.05
668,low,1653.6210402510449,0.5,1,590,725,0.05
669,low,1544.6486927814722,1.0,1,666,701,0.05
670,medium,3118.367921202032,20.952380952380953,112,186,1233,0.05
671,medium,3280.273019294362,18.074074074074073,123,140,1280,0.05
672,medium,3212.281018840954,49.1,125,164,1270,0.05
673,low,1704.5446551774148,8.0,4,624,720,0.05
674,low,1299.0085611784352,149.5,77,474,724,0.05
675,low,1244.8757671859944,121.0,62,542,696,0.05
676,high,4590.773048605666,1.1546391752577319,29,45,1615,0.05
677,medium,3417.6429922517927,17.56,111,189,1256,0.05
678,low,1166.9581829967274,0,87,464,757,0.05
679,medium,2400.4120780757885,78.4,99,216,1278,0.05
680,low,1754.5712538874507,5.0,2,684,695,0.05
681,low,1860.2606164793172,1.6666666666666667,7,573,692,0.05
682,high,4686.190336396813,0.956989247311828,24,35,1609,0.05
683,medium,3071.977983770172,15.461538461538462,102,255,1246,0.05
684,low,1159.794121809318,122.5,63,521,697,0.05
685,medium,3207.1552325641087,16.708333333333332,102,215,1262,0.05
686,medium,3191.06580707258,19.866666666666667,152,124,1246,0.05
687,low,1137.7780245879733,0,67,478,736,0.05
688,high,4534.897101846737,0.8936170212765957,22,66,1633,0.05
689,low,1800.0006698484522,0,10,432,766,0.05
690,high,4206.825077291975,0.9893617021276596,27,52,1635,0.05
691,low,1801.0618551967373,17.8,25,519,735,0.05
692,low,1897.031487940106,4.0,4,561,720,0.05
693,high,4284.890617889011,1.168421052631579,29,42,1615,0.05
694,medium,3057.4346543589,23.136363636363637,129,199,1267,0.05
695,low,677.8882045864448,0,38,517,712,0.05
696,medium,2856.4799768199914,26.6,103,289,1230,0.05
697,medium,3195.9572597304705,54.3,139,142,1262,0.05
698,low,701.4337903334091,335.0,87,564,681,0.05
699,medium,2434.524400061261,23.0,184,132,1205,0.05
700,low,796.7917526634858,0,94,443,733,0.05
701,medium,3161.073450125684,16.73913043478261,99,124,1300,0.05
702,medium,2902.821100046591,28.5,88,236,1241,0.05
703,high,4179.731254541424,1.0,25,63,1627,0.05
704,low,1410.6698742690444,26.833333333333332,86,486,736,0.05
705,low,21.091506770410614,255.0,129,471,686,0.05
706,medium,2783.26597722357,17.666666666666668,109,223,1283,0.05
707,medium,3602.726069844466,13.96,89,157,1282,0.05
708,medium,2918.265075919117,15.451612903225806,120,193,1292,0.05
709,low,463.11774189960556,400.0,102,525,711,0.05
710,low,-439.1118949520837,446.0,114,554,741,0.05
711,high,4382.435577107278,1.0210526315789474,25,54,1633,0.05
712,medium,3223.4612675382446,22.653846153846153,148,100,1241,0.05
713,high,4026.471984122332,1.0,24,61,1625,0.05
714,low,1126.3400831136994,197.5,101,454,737,0.05
715,medium,2936.1046298965516,21.2,111,270,1257,0.05
716,high,4014.4662857093226,0.6145833333333334,17,40,1631,0.05
717,medium,2695.346447584507,18.78125,153,214,1248,0.05
718,medium,2447.79910601909,56.3,145,161,1268,0.05
719,low,1145.7741068839678,17.5,12,571,708,0.05
720,medium,3012.8192877902907,14.5,98,170,1270,0.05
721,medium,3165.722301884806,14.962962962962964,105,187,1281,0.05
722,low,1439.3054100053384,64.0,82,459,760,0.05
723,high,4024.2552571936412,1.03125,26,55,1631,0.05
724,medium,2843.8242955813566,25.6,131,153,1240,0.05
725,high,4221.078310622695,1.010204081632653,28,54,1634,0.05
726,high,4294.56225991889,0.9042553191489362,25,57,1630,0.05
727,low,1008.2069657382701,93.0,95,411,717,0.05
728,high,4015.136787784511,0.978021978021978,25,47,1632,0.05
729,medium,2795.631247558226,23.64,150,140,1223,0.05
730,high,3482.1659887726455,0.9148936170212766,22,54,1630,0.05
731,high,4332.379119274263,0.9583333333333334,25,63,1631,0.05
732,low,1274.4189866564243,179.0,92,493,698,0.05
733,low,895.0869448816885,156.0,78,469,761,0.05
734,medium,2991.0757699279816,23.05263157894737,111,176,1286,0.05
735,medium,2556.394286527571,33.833333333333336,156,129,1262,0.05
736,medium,3254.1447485101357,28.875,118,187,1233,0.05
737,medium,2778.13023727701,28.38888888888889,131,151,1243,0.05
738,low,1710.5148116846556,3.0,1,518,702,0.05
739,high,3850.119903473558,1.1979166666666667,30,51,1624,0.05
740,medium,2776.70643143936,15.789473684210526,77,270,1260,0.05
741,high,4056.5331123593533,0.9473684210526315,29,49,1623,0.05
742,high,4288.354466799514,0.8936170212765957,24,35,1632,0.05
743,medium,3091.6906717654056,18.821428571428573,136,169,1252,0.05
744,low,951.2575251620757,458.0,115,470,727,0.05
745,high,4461.4781680973365,0.84375,22,57,1633,0.05
746,high,4607.916046614093,0.9565217391304348,22,43,1617,0.05
747,high,4540.718057000104,0.7959183673469388,22,60,1651,0.05
748,high,4228.407137293484,0.956989247311828,25,46,1643,0.05
749,medium,2572.2868730672817,18.0,150,149,1254,0.05
750,medium,3168.246204178434,19.076923076923077,128,143,1281,0.05
751,medium,2826.9390580399695,20.032258064516128,159,136,1199,0.05
752,low,-136.50423533527194,388.0,102,551,727,0.05
753,high,4496.361491426741,0.967032967032967,26,54,1640,0.05
754,medium,2938.989673909536,14.884615384615385,98,263,1236,0.05
755,low,618.1438330891162,172.5,91,528,745,0.05
756,medium,3188.5593229152278,20.37037037037037,139,106,1248,0.05
757,low,1296.670950740391,0,87,457,712,0.05
758,low,1091.7334327975293,215.5,111,425,774,0.05
759,high,4210.915931625477,0.979381443298969,26,36,1622,0.05
760,high,4386.97958116176,0.8041237113402062,24,61,1653,0.05
761,medium,2486.663074476287,19.4,151,168,1262,0.05
762,medium,2847.722439512286,16.464285714285715,116,168,1245,0.05
763,medium,2831.811224462042,29.8,114,205,1263,0.05
764,high,4562.874087832965,0.7872340425531915,20,56,1640,0.05
765,high,4571.3965866494145,0.9032258064516129,23,55,1639,0.05
766,low,1135.7644048238265,67.4,85,544,697,0.05
767,low,1077.7759169133483,176.5,89,470,724,0.05
768,low,614.1314294612264,298.0,75,614,712,0.05
769,medium,2959.1096835870285,25.42105263157895,122,171,1265,0.05
770,low,978.0255938701549,287.0,74,579,697,0.05
771,high,4715.729374943408,0.7916666666666666,20,33,1633,0.05
772,low,927.8547396967681,122.33333333333333,95,521,698,0.05
773,low,173.25949003350286,0,131,419,729,0.05
774,low,1184.0357251236976,196.0,99,429,745,0.05
775,low,1117.0379815950819,87.75,89,496,726,0.05
776,high,4541.500844130887,0.6021505376344086,16,52,1649,0.05
777,low,847.3117237064098,191.0,96,528,724,0.05
778,low,970.5669746389905,0,74,447,723,0.05
779,low,596.4918697293402,225.0,114,438,736,0.05
780,low,998.1945556035352,380.0,98,487,744,0.05
781,low,983.7206352052641,317.0,83,472,695,0.05
782,low,637.105019014785,0,86,486,714,0.05
783,high,4568.84642243651,0.6526315789473685,18,44,1645,0.05
784,high,4745.225586869622,0.7157894736842105,18,37,1644,0.05
785,low,396.74362572152296,110.0,112,488,713,0.05
786,low,-103.55005823722385,211.5,109,575,740,0.05
787,high,4636.224469918817,0.7578947368421053,20,46,1645,0.05
788,high,4392.274715536838,1.0,28,46,1629,0.05
789,high,4732.303647961485,1.0,25,50,1633,0.05
790,low,904.4207540704932,178.0,93,427,707,0.05
791,low,800.4376440836455,73.4,93,552,727,0.05
792,low,1131.1083688219262,150.0,76,502,735,0.05
793,low,-4463.194477326321,0,130,466,696,0.05
794,low,-29600.159214726646,14.586666666666666,373,675,488,0.05
795,low,653.5165423670602,177.5,93,516,700,0.05
796,low,317.6679506033499,371.0,95,495,758,0.05
797,medium,3452.6643379732946,17.17391304347826,102,194,1270,0.05
798,low,851.5890848455173,0,80,551,693,0.05
799,medium,2492.1481996100983,22.24,141,158,1244,0.05
800,low,1026.6185632840136,125.0,65,640,673,0.05
